"Churn","MonthlyCharge","Tenure","z_MonthlyCharge","z_Tenure"
"No",137.483594,3.956375328,-0.818320685507524,-1.15606173118298
"No",164.988941,5.622660986,-0.17781381073234,-1.09304763628179
"Yes",242.632554,1.634394387,1.63024437914921,-1.24387232156552
"No",92.455141,8.792119046,-1.86688166919522,-0.973187917139819
"No",139.99789,20.43854626,-0.759771201539198,-0.532753789774371
"No",157.469817,9.709171662,-0.352908879130753,-0.938507644704798
"No",204.961033,2.359067126,0.753001558553717,-1.21646729858617
"Yes",159.964152,5.207179461,-0.294824219610102,-1.10875994354456
"Yes",194.976769,14.71424943,0.520501683835889,-0.749230107599221
"No",139.987503,1.597765127,-0.760013079778666,-1.24525753403177
"No",152.502178,7.793733508,-0.468588457028874,-1.01094396499239
"Yes",162.465269,1.894776657,-0.236581630155874,-1.23402541866889
"No",147.456419,5.204111135,-0.586087186565307,-1.10887597874226
"No",184.978458,2.685677496,0.287674701807982,-1.20411584086817
"Yes",179.947583,7.21126107,0.170522570492038,-1.03297138466635
"No",175.006206,2.140387928,0.0554545461055076,-1.22473711214996
"No",210.12704,14.08939653,0.873300458932495,-0.772860233532816
"Yes",137.483594,11.41238102,-0.818320685507524,-0.874097202469805
"No",114.972827,3.775528995,-1.34252061725034,-1.16290081542732
"Yes",207.609354,5.30268427,0.814672033284012,-1.105148228429
"No",134.950905,14.57312339,-0.877298480485624,-0.754567085466667
"No",204.963371,17.28022598,0.753056002697731,-0.652192310352618
"Yes",229.993134,1.504124801,1.33591486557605,-1.24879873980331
"Yes",232.637807,3.795086086,1.39750039067531,-1.16216122291967
"Yes",184.963371,3.484000437,0.287323376401335,-1.17392558067812
"Yes",182.490006,5.770302149,0.229727037539356,-1.08746427534249
"Yes",144.988941,2.08299524,-0.643546437028736,-1.2269075372934
"Yes",184.978458,5.141923371,0.287674701807982,-1.11122773976449
"Yes",154.991856,9.126959742,-0.410612243350255,-0.960525212342942
"No",152.510442,6.357562637,-0.468396016307687,-1.06525578549269
"Yes",162.465269,28.38835566,-0.236581630155874,-0.232115035805111
"No",147.478341,7.243986575,-0.585576697033624,-1.03173380090161
"No",184.963371,1.876407503,0.287323376401335,-1.23472008684169
"Yes",214.966286,5.991017375,0.985990196376211,-1.07911746509988
"Yes",127.442069,8.886453729,-1.05215397602107,-0.969620452798698
"No",114.965789,23.02862012,-1.34268450856153,-0.434804702094514
"No",192.48852,2.72317525,0.46255874675342,-1.20269778447562
"No",152.479779,18.92157073,-0.469110054283694,-0.590121408316402
"Yes",152.44408,1.570209934,-0.469941363735002,-1.24629959157958
"Yes",182.465269,1.338441957,0.229150996140522,-1.25506438483553
"No",127.458638,7.979145258,-1.05176813982682,-1.00393222990711
"Yes",149.937833,5.567028377,-0.528303413607875,-1.09515150033793
"Yes",277.63748,5.759571228,2.44539118511376,-1.08787008767786
"Yes",159.947583,9.820011726,-0.295210055804357,-0.934315994684757
"No",124.97808,2.282601557,-1.10953197942784,-1.21935900481823
"No",117.439154,11.56648604,-1.28508816969955,-0.868269397190196
"No",162.482694,12.11795763,-0.236175860605213,-0.847414339751077
"No",117.483475,7.607475355,-1.28405608291305,-1.01798770858636
"No",147.473844,20.07541432,-0.585681417014646,-0.546486387434893
"Yes",220.132293,21.1875693,1.10628909675499,-0.504427908975283
"Yes",275.119794,3.196943016,2.38676275946527,-1.18478126048436
"No",124.964303,6.248150471,-1.10985279934747,-1.06939343654824
"No",157.469817,4.332134531,-0.352908879130753,-1.14185160702801
"Yes",255.119794,9.582004744,1.92103013316888,-0.943316729029968
"No",114.950905,2.968358466,-1.34303110678202,-1.19342566575634
"No",129.99153,9.294088005,-0.992785617662558,-0.954204905752778
"No",114.972827,2.831804349,-1.34252061725034,-1.19858974674478
"No",159.979358,9.322934248,-0.294470123094329,-0.953114024435269
"Yes",159.965581,6.509951549,-0.294790943013954,-1.05949287844458
"Yes",220.114868,2.179548523,1.10588332720433,-1.2232561719295
"Yes",222.632554,4.612099351,1.16451175285281,-1.13126414883812
"Yes",262.610632,14.60526414,2.09546651591392,-0.753351615441482
"Yes",179.965581,9.162445307,0.170941683282442,-0.959183251107306
"Yes",207.609354,5.786960464,0.814672033284012,-1.08683430614287
"Yes",245.146969,4.986528165,1.68879663422666,-1.11710433613983
"Yes",232.652038,1.525343103,1.39783178272555,-1.24799632510961
"Yes",147.442069,11.78880203,-0.586421349724675,-0.859862050691921
"Yes",172.487091,14.37727698,-0.00320715613912464,-0.761973429154826
"No",212.641455,1.128335443,0.931852714009948,-1.263010004333
"Yes",154.975543,5.691421867,-0.410992118166894,-1.09044729902268
"Yes",194.976769,8.654535873,0.520501683835889,-0.978390914044104
"No",114.997564,5.179004124,-1.3419445758515,-1.10982545314135
"No",152.466002,10.81273093,-0.469430874203318,-0.896774231163745
"No",127.458638,8.791194482,-1.05176813982682,-0.97322288147103
"Yes",225.145743,14.89720747,1.22303545852027,-0.742311164715602
"Yes",184.993915,13.76871228,0.288034643268215,-0.784987582565557
"Yes",182.465269,13.01023159,0.229150996140522,-0.813671124280576
"Yes",152.47417,5.295927221,-0.469240668998739,-1.10540376044111
"No",137.439154,6.471903209,-0.819355543403155,-1.06093175640412
"No",142.485486,11.7391369,-0.701843470626978,-0.861740241985277
"No",162.452604,13.00962018,-0.236876555341476,-0.813694246034987
"No",144.960655,4.709035899,-0.644205122682107,-1.12759828950258
"No",129.994975,1.611546284,-0.992705395217679,-1.24473637061007
"Yes",129.962093,11.55987401,-0.993471106228573,-0.868519445003972
"Yes",212.655686,5.261212465,0.932184106060189,-1.10671657191407
"No",104.962874,15.806584,-1.57561870224001,-0.707921179608778
"Yes",182.467607,6.991642782,0.229205440284535,-1.04127671189258
"No",162.500692,9.637781398,-0.23575674781481,-0.941207417609353
"No",162.471255,10.34327947,-0.236442236380823,-0.914527524970192
"Yes",194.958118,12.81881129,0.520067364875237,-0.820910085314839
"No",182.460772,14.31596419,0.229046276159498,-0.764292101195941
"Yes",277.651257,6.434280902,2.44571200503338,-1.06235452303019
"No",184.971516,5.134989649,0.287513046013395,-1.11148995303749
"Yes",275.119794,11.58576976,2.38676275946527,-0.867540142781569
"No",139.99789,10.50397242,-0.759771201539198,-0.908450583268967
"Yes",139.934918,13.7944302,-0.761237607286355,-0.784015005358426
"Yes",177.65076,1.550579619,0.117037300095639,-1.24704195320671
"Yes",210.105118,10.03364243,0.872789969400812,-0.926237100534145
"No",144.960655,1.047382039,-0.644205122682107,-1.26607142747959
"No",192.470522,4.905988692,0.462139633963016,-1.12015010561552
"Yes",200.118516,1.457335487,0.64023565053897,-1.25056817606929
"Yes",190.12704,9.759495559,0.407567832636099,-0.936604540752525
"Yes",220.132293,16.66213522,1.10628909675499,-0.675566711747237
"No",142.471255,1.443775322,-0.702174862677219,-1.25108098221396
"Yes",190.12704,11.20984456,0.407567832636099,-0.881756544462048
"No",179.947583,8.137267032,0.170522570492038,-0.997952522631269
"Yes",210.138,1.515452465,0.873555680411706,-1.24837036037696
"No",149.99153,1.796688583,-0.527052991366163,-1.23773482538078
"Yes",187.609354,12.51401968,0.348939406987616,-0.832436420757634
"Yes",222.636202,19.02547148,1.16459670248385,-0.58619218304259
"Yes",129.962093,7.55918608,-0.993471106228573,-1.01981386903067
"Yes",229.993134,1.692982143,1.33591486557605,-1.24165670241348
"Yes",210.156274,4.06047424,0.873981220312352,-1.15212501199658
"Yes",167.456419,6.429025787,-0.120354560268911,-1.06255325625083
"Yes",242.657291,16.4659765,1.63082042054804,-0.68298486609456
"No",139.95684,13.3771743,-0.760727117754672,-0.799794414341781
"Yes",207.609354,5.688867768,0.814672033284012,-1.0905438876454
"No",104.962874,2.049006759,-1.57561870224001,-1.22819288315051
"No",172.456745,22.11524673,-0.0039138122530037,-0.469345836864145
"Yes",210.105118,6.745272795,0.872789969400812,-1.05059371085197
"No",117.485813,9.907505405,-1.28400163876903,-0.931007237290555
"No",162.460772,19.03625416,-0.236686350136897,-0.585784413331828
"No",129.977753,18.33393114,-0.993106437582183,-0.612344234705247
"Yes",182.446995,4.303849456,0.228725456239874,-1.14292126659795
"Yes",172.455519,1.415346194,-0.00394236166299573,-1.25215608945091
"No",147.460067,9.716257401,-0.58600223693427,-0.93823968258939
"No",92.455141,18.05033087,-1.86688166919522,-0.623069175079056
"Yes",270.160419,7.25493599,2.27127562228834,-1.03131972575632
"Yes",172.487091,13.0035986,-0.00320715613912464,-0.813921964740812
"No",232.622804,14.45990083,1.39715102134569,-0.758848834581257
"Yes",127.511223,9.876537733,-1.05054361231913,-0.932178344905211
"Yes",157.469817,4.187033385,-0.352908879130753,-1.14733891188502
"No",210.12704,15.24536909,0.873300458932495,-0.729144701175392
"No",144.960655,4.218778557,-0.644205122682107,-1.14613840147346
"No",164.985293,2.205915318,-0.177898760363377,-1.22225905615022
"No",107.481989,1.929621761,-1.51695699999538,-1.2327076778123
"No",147.503078,10.03360917,-0.585000655634789,-0.926238358330962
"Yes",217.483972,9.473751367,1.04461862202469,-0.94741055804356
"Yes",139.983006,19.58895462,-0.760117799759689,-0.564882883590419
"Yes",214.952509,8.458121948,0.985669376456587,-0.985818719504976
"No",182.446995,19.98393473,0.228725456239874,-0.549945880432451
"Yes",159.965008,4.611940238,-0.294804286253697,-1.13127016603069
"Yes",210.12704,8.691329205,0.873300458932495,-0.976999496850271
"No",142.499263,10.92511005,-0.701522650707354,-0.892524378505773
"No",82.496547,3.147892285,-2.09878377608719,-1.18663621698799
"Yes",252.637807,8.721905501,1.8632330169717,-0.975843189941776
"No",162.493654,9.343807204,-0.235920639126003,-0.952324669726527
"Yes",159.947583,12.81011786,-0.295210055804357,-0.821238845644982
"Yes",187.484705,7.95236848,0.346036751680855,-1.00494485005537
"Yes",277.63748,1.112321784,2.44539118511376,-1.26361559451083
"No",95.019486,9.716052195,-1.80716671261621,-0.938247442885649
"No",162.493654,8.098851806,-0.235920639126003,-0.999405275156139
"Yes",152.44408,3.816472249,-0.469941363735002,-1.16135246020939
"No",192.440432,9.378558244,0.461438939226753,-0.95101048609783
"No",94.972827,9.314854212,-1.80825324354673,-0.95341958798187
"No",124.97808,6.339408608,-1.10953197942784,-1.0659423182614
"No",202.443347,30.03608319,0.694373132905233,-0.169802755525782
"Yes",220.114868,7.570075544,1.10588332720433,-1.01940206105848
"No",187.481057,10.7468963,0.345951802049818,-0.899263906089942
"No",169.992756,9.764790968,-0.0612918156597751,-0.936404283729568
"No",172.462354,19.9235245,-0.00378319753795905,-0.552230420269871
"No",162.468917,7.60247544,-0.236496680524838,-1.01817679088254
"Yes",139.987503,23.32691904,-0.760013079778666,-0.423523901372527
"Yes",159.979358,12.74748675,-0.294470123094329,-0.823607372728174
"No",227.475448,11.96148946,1.27728643992757,-0.853331512515578
"No",159.934918,15.48651522,-0.29550498098996,-0.720025253349673
"No",172.510442,8.574105728,-0.00266339001129183,-0.981432549051651
"No",104.97808,9.566169913,-1.57526460572424,-0.943915556451058
"No",179.947583,11.55776139,0.170522570492038,-0.868599338170267
"No",104.964303,14.96367107,-1.57558542564386,-0.73979770396668
"Yes",225.145743,8.255617012,1.22303545852027,-0.993476869350891
"No",112.455141,9.94963312,-1.40114904289882,-0.929414089190026
"Yes",215.159141,9.983052758,0.990481139658431,-0.928150255326736
"No",187.656013,2.704950495,0.350025937918134,-1.20338699189669
"Yes",137.461553,1.156719701,-0.818833946148334,-1.26193659394942
"Yes",179.965581,7.010189312,0.170941683282442,-1.04057533587347
"No",162.446995,8.343625652,-0.237007170056522,-0.990148637623961
"No",144.960655,7.273510936,-0.644205122682107,-1.03061727512644
"No",164.988941,25.88644227,-0.17781381073234,-0.326730149987422
"No",159.965008,7.442451151,-0.294804286253697,-1.02422844576244
"No",172.462354,5.7018635,-0.00378319753795905,-1.09005242672115
"No",112.455141,12.61694943,-1.40114904289882,-0.828543915889987
"No",139.981577,5.173463744,-0.760151076355838,-1.11003497425763
"No",144.960655,9.339307484,-0.644205122682107,-0.952494836097309
"Yes",184.978458,1.699850064,0.287674701807982,-1.24139697754362
"No",160.00128,2.661961707,-0.293959633562646,-1.2050127032828
"Yes",240.114868,2.834098048,1.57161595350072,-1.19850300569545
"Yes",179.947583,9.62893496,0.170522570492038,-0.941541964258658
"Yes",137.483594,6.485770796,-0.818320685507524,-1.06040732445029
"No",172.47417,19.43267321,-0.00350804270234356,-0.570792993632926
"Yes",164.967019,29.70527547,-0.178324300264024,-0.182312944857392
"Yes",235.159141,7.677039536,1.45621376595483,-1.01535699284911
"No",117.468591,5.427546075,-1.28440268113354,-1.10042631679756
"Yes",245.145743,9.553290527,1.68876808481667,-0.944402617506751
"Yes",175.133074,15.15825465,0.0584088744471562,-0.732439116849601
"Yes",222.632554,17.01228541,1.16451175285281,-0.66232504625225
"No",144.988941,4.452382314,-0.643546437028736,-1.13730418433776
"Yes",129.959755,4.672608309,-0.993525550372587,-1.12897587539385
"No",162.471255,1.550200335,-0.236442236380823,-1.24705629662848
"No",127.511223,7.349883172,-1.05054361231913,-1.02772909847797
"No",187.513939,5.414586898,0.346717513060712,-1.10091639531765
"No",159.979358,3.724597242,-0.294470123094329,-1.16482690673202
"No",129.948316,3.507044017,-0.993791926148197,-1.17305413925989
"No",184.985293,2.180613468,0.287833865933019,-1.22321589879567
"Yes",152.466002,2.934758008,-0.469430874203318,-1.19469633770804
"Yes",227.475448,1.262037303,1.27728643992757,-1.25795378743882
"No",154.961766,17.5841798,-0.411312938086518,-0.640697657699814
"No",127.506726,1.350108155,-1.05064833230015,-1.25462320303433
"Yes",217.483972,7.154371452,1.04461862202469,-1.03512278516022
"No",182.45383,14.38025496,0.228884620364911,-0.761860810581034
"Yes",162.460772,3.468872554,-0.236686350136897,-1.17449767337449
"No",149.97755,29.68889421,-0.527378538471944,-0.182932436639779
"No",112.455141,2.170567319,-1.40114904289882,-1.22359581503839
"No",149.944668,12.94334524,-0.528144249482838,-0.816200572209422
"No",174.976769,11.48699577,0.0547690575394932,-0.871275488848881
"Yes",192.440432,1.45460211,0.461438939226753,-1.25067154446645
"Yes",240.114868,8.460086502,1.57161595350072,-0.985744425765724
"No",172.487091,11.32593703,-0.00320715613912464,-0.877366263667893
"No",157.469817,9.267785326,-0.352908879130753,-0.955199596850732
"No",149.944668,8.245809832,-0.528144249482838,-0.993847748478528
"No",169.944668,5.970269701,-0.0624116231864423,-1.07990208200643
"No",172.457857,8.659495781,-0.00388791751898214,-0.978203344696728
"Yes",197.472533,3.845852341,0.578619619952689,-1.16024139026973
"No",179.965581,13.77689046,0.170941683282442,-0.784678307497285
"No",139.965008,10.87372395,-0.760536912550092,-0.894467651897377
"No",184.978458,9.217596711,0.287674701807982,-0.957097584829795
"No",202.443347,21.04742054,0.694373132905233,-0.509727928945163
"No",152.510442,11.80801038,-0.468396016307687,-0.859135646558282
"No",149.974105,18.36209103,-0.527458760916824,-0.611279309269235
"No",230.105118,3.105986433,1.33852259569721,-1.18822097487279
"Yes",162.493654,11.71117991,-0.235920639126003,-0.862797494331268
"No",127.474951,4.882004458,-1.05138826501018,-1.12105711984213
"No",167.484705,12.27728241,-0.119695874615541,-0.84138913827447
"No",232.637807,12.17994263,1.39750039067531,-0.845070246675741
"No",157.469817,14.52416667,-0.352908879130753,-0.756418486746706
"No",142.499263,4.261408572,-0.701522650707354,-1.14452625784253
"No",204.963371,19.28013343,0.753056002697731,-0.576561606071602
"Yes",210.138,2.162477942,0.873555680411706,-1.22390173183454
"No",152.488401,11.82576277,-0.468909276948497,-0.858464302612655
"No",194.958118,21.87100089,0.520067364875237,-0.478582506739497
"Yes",127.442069,13.79138076,-1.05215397602107,-0.784130326342336
"No",149.991327,5.260793737,-0.52705771855232,-1.10673240699361
"No",117.468591,4.304076015,-1.28440268113354,-1.14291269879311
"No",147.442069,9.373705128,-0.586421349724675,-0.951194016881236
"Yes",162.468917,1.019306038,-0.236496680524838,-1.26713318047672
"No",162.497044,6.864219377,-0.235841697445846,-1.04609549581283
"No",142.500692,7.355635728,-0.701489374111205,-1.02751155348023
"Yes",152.457857,5.705926395,-0.469620543815378,-1.089898779806
"Yes",227.475448,7.367492072,1.27728643992757,-1.02706318090833
"Yes",147.442069,1.030630574,-0.586421349724675,-1.26670491934227
"No",149.959755,6.289468375,-0.527792924076191,-1.067830913153
"Yes",164.985293,11.29271486,-0.177898760363377,-0.87862262986366
"Yes",255.141716,1.871917709,1.92154062270056,-1.23488987783992
"No",127.442069,6.267383901,-1.05215397602107,-1.06866608396168
"Yes",149.970715,9.490754438,-0.527537702596981,-0.946767551171082
"Yes",255.119794,14.10031907,1.92103013316888,-0.772447174722151
"No",92.455141,13.82541752,-1.86688166919522,-0.782843154713346
"Yes",242.657291,15.08846657,1.63082042054804,-0.735078299798201
"Yes",137.468388,5.402712746,-0.818674782023298,-1.10136544133651
"Yes",232.641455,2.066037377,1.39758534030634,-1.22754883453032
"No",92.455141,16.64092048,-1.86688166919522,-0.676368991736413
"No",112.455141,2.779431223,-1.40114904289882,-1.20057034659943
"No",162.468917,2.661325529,-0.236496680524838,-1.2050367616912
"Yes",232.62403,21.61213506,1.39717957075568,-0.488372062269774
"Yes",232.670689,7.351090778,1.3982661016862,-1.02768343031854
"Yes",207.475448,1.796607335,0.811553813631169,-1.23773789794469
"Yes",152.47417,8.210220142,-0.469240668998739,-0.995193647419923
"Yes",255.166453,8.013365588,1.9221166640994,-1.00263811619269
"No",117.472036,9.783296825,-1.28432245868866,-0.935704445845453
"No",152.510442,9.705809585,-0.468396016307687,-0.938634788714065
"No",157.483594,15.12645563,-0.352588059211129,-0.733641663636476
"Yes",137.483594,3.024806192,-0.818320685507524,-1.19129097633737
"Yes",262.610632,6.624439911,2.09546651591392,-1.05516326036648
"Yes",262.610632,5.643360294,2.09546651591392,-1.0922648484372
"No",92.455141,3.787548072,-1.86688166919522,-1.16244628876494
"No",92.455141,12.24494477,-1.86688166919522,-0.842612054108893
"Yes",137.469817,1.747076331,-0.818641505427149,-1.23961101698141
"No",174.961766,9.351000629,0.0544196882098774,-0.952052635238659
"No",104.962874,3.997019354,-1.57561870224001,-1.15452469190089
"Yes",174.958118,2.231526082,0.054334738578841,-1.22129053127249
"Yes",157.483594,4.992706522,-0.352588059211129,-1.11687068858218
"Yes",275.119794,2.153167182,2.38676275946527,-1.22425383779634
"No",169.992756,5.731198479,-0.0612918156597751,-1.08894306282441
"Yes",207.49737,3.032321354,0.812064303162853,-1.19100677468852
"No",179.947583,2.678577227,0.170522570492038,-1.20438435246607
"Yes",235.137219,13.56958731,1.45570327642314,-0.792517911892065
"No",79.978861,10.94833173,-2.15741220173568,-0.891646201861655
"No",94.972827,2.596050259,-1.80825324354673,-1.20750528324315
"Yes",182.490006,2.389328443,0.229727037539356,-1.21532290327068
"Yes",245.145743,2.811977672,1.68876808481667,-1.19933953421373
"No",162.467607,15.54170472,-0.236527186011861,-0.71793814639184
"No",124.960655,22.37864487,-1.1099377489785,-0.459384882503727
"Yes",182.467607,10.1127187,0.229205440284535,-0.92324666515574
"Yes",225.145743,10.19944078,1.22303545852027,-0.919967087399722
"Yes",255.119794,6.135854482,1.92103013316888,-1.0736401454327
"No",159.965008,13.03967126,-0.294804286253697,-0.812557801273603
"No",164.988941,7.017918254,-0.17781381073234,-1.04028304968453
"No",127.506726,1.235589507,-1.05064833230015,-1.25895396644118
"No",137.487242,4.238632927,-0.818235735876488,-1.1453875667355
"No",137.487242,21.1307851,-0.818235735876488,-0.506575322865878
"No",114.983787,16.56587766,-1.34226539577113,-0.679206893724244
"No",175.133074,23.11577242,0.0584088744471562,-0.431508854664819
"No",137.461553,19.13168856,-0.818833946148334,-0.582175360880608
"Yes",169.967067,10.98841039,-0.0618900259316222,-0.890130543083325
"Yes",184.963371,5.947501617,0.287323376401335,-1.0807631049643
"No",179.947583,24.77325806,0.170522570492038,-0.368827550943054
"Yes",169.937833,8.69123648,-0.062570787311479,-0.977003003441065
"Yes",142.515576,1.722680046,-0.701142775890715,-1.24053361378277
"Yes",182.446995,5.412980331,0.228725456239874,-1.10097715102597
"Yes",150.0208,10.28304,-0.526371391667578,-0.916805607159253
"No",139.9568,13.29584,-0.760728049219925,-0.802870241871302
"Yes",242.6326,7.976237,1.63024545033425,-1.00404221179691
"Yes",139.965,2.175619,-0.760537098843143,-1.2234047751021
"Yes",162.4608,9.390135,-0.23668569811122,-0.95057268673388
"Yes",172.4579,8.433722,-0.00388691619383548,-0.986741454830383
"No",169.9378,3.081551,-0.0625715557703125,-1.18914505213806
